STATION CODE,LOCATIONS,STATE,TEMP,DO,PH,CONDUCTIVITY,BOD,NITRATE,FECAL,Row_Id
2569,KAMALA RIVER AT DARBHANGA,BIHAR,23,7.9,7.8,319,2.2,0,740,268
2563,"MANUSMAR RIVER AT RIGA, SITAMARHI",BIHAR,22.3,5.6,7.4,330,3.5,0,2000,270
2565,KOSHI RIVER AT KURSHELA AT KATIHAR,BIHAR,24.8,7,7.4,184,2,0,670,271
2566,KOSHI RIVER AT MADHEPURA,BIHAR,23.5,7.1,7.6,211,2,0,900,272
1821,DAHA AT SIWAM,BIHAR,23.7,7.8,7.8,326,2.4,0,1500,274
2560,D/S DAHA RIVER AT SASAMUSA,BIHAR,20.9,5.4,7.5,404,3.3,0,1900,275
2561,"DAHA RIVER AT ITWA BRIDGE, SIWAN",BIHAR,23.7,7.7,7.8,333,2.3,0,1200,276
3129,DAHA RIVER AT MEERGANJ,BIHAR,25.2,4.5,7.2,289,5.3,0,1182,277
1824,FARMAR AT JOGBANI,BIHAR,23.3,7,7.4,251,2.5,0,1343,279
3130,RAM REKHA RIVER AT U/S HARINAGAR,BIHAR,23.5,7.2,7.6,299,2.2,0,1045,281
3135,BAGMATI RIVER AT DARBHANGA - SAMASTIPUR ROAD BRIDGE,BIHAR,22.6,8.4,7.9,306,2,0,596,284
3131,U/S MANUSMAR RIVER (RIGA),BIHAR,25.6,6.9,7.9,482,1.5,2.8,,285
3119,PUNPUN RIVER NEAR PUNPUN RAIL BRIDGE,BIHAR,22.3,7.9,7.8,300,2.2,0,827,286
3120,PUNPUN RIVER NEAR KINZER ROAD BRIDGE,BIHAR,21,8,7.9,289,2.1,0,600,287
3136,SIRSIA RIVER D/S RAXAUL (KOERIA TOLA),BIHAR,27.8,2.1,7.3,432,9.7,0,2850,288
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",PUNJAB,19,4.8,7.6,1090,22,3.6,30500,290
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",PUNJAB,24,5.1,7.4,1375,23.7,5.9,27333,292
1698,"D/S CHHATBIR, PUNJAB",PUNJAB,24.7,5.5,7.4,745,10,6.1,12167,293
1699,"U/S DHAKANSU NALLAH, PUNJAB",PUNJAB,25,5,7.6,975,16.3,6.1,11167,294
1700,"D/S DHAKANSU NALLAH, PUNJAB",PUNJAB,22,4.9,7.7,1385,27.5,7.7,42500,295
1701,"D/S JHARMAL NADI, PUNJAB",PUNJAB,24.3,5,7.3,1067,19.3,6.2,21467,296
1702,"U/S JHARMAL NADI, PUNJAB",PUNJAB,23.3,5.3,7.2,970,13.3,5.9,3167,297
1703,"GHAGGER AT MOONAK, PUNJAB",PUNJAB,19.5,4.9,7.7,1418,21,4.2,28000,298
1705,"U/S SARDULGARH, PUNJAB",PUNJAB,20,4.8,7.4,854,17,4.7,20500,300
1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",HIMACHAL PRADESH,23.6,7.8,7.8,376,1.3,0.4,9,302
2624,MARKANDA U/S KALA AMB,HIMACHAL PRADESH,23.9,7.7,7.7,354,1.3,0.3,12,303
2625,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANA,HIMACHAL PRADESH,24.5,7.6,7.9,344,1.6,0.4,12,304
2947,"RIVER JAWAI AT JAWAI DAM, SIROHI, RAJASTHAN",RAJASTHAN,25.1,5.9,8,401,0.9,0.7,4,306
2948,"RIVER BANDI AT HEMAWAS DAM, PALI, RAJASTHAN",RAJASTHAN,23.7,5.6,7.9,326,1.1,0.8,4,308
2651,"AMBA RIVER AT D/S OF WAKEN BRIDGE-U/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",MAHARASHTRA,25.1,6.6,7.8,95,4.9,0.2,16,310
1461,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",MAHARASHTRA,29.6,6.9,7.9,99,5,0.4,15,311
2653,"BHATSA RIVER AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,27.4,6.8,7.7,85,5.2,0.3,11,312
2654,"BHATSA RIVER AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,27.8,6.7,7.8,80,4.9,0.3,12,313
2670,"KAN RIVER, NEAR SAKRI WATER WORKS, SAKRI, DHULE.",MAHARASHTRA,25,5.6,7.9,468,3.6,1.9,66,315
2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),MAHARASHTRA,25,5.5,7.4,6166,7.7,1.1,44,317
2671,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINA ZONE), SALAV, ROHA, RAIGAD",MAHARASHTRA,25.3,5.3,7.7,24062,9.9,1.2,156,318
2672,"KUNDALIKA RIVER AT DHATAV AT JACKWELL (DRINKING WATER  PUMPING STATION-SWEET ZONE), ROHA",MAHARASHTRA,25.1,6.7,7.6,83,4.8,0.2,28,319
2168,MITHI RIVER,MAHARASHTRA,26.1,3.6,7.4,4424,31.3,2.2,276,320
1151,"PATALGANGA AT SHILPHATA, MAHARASHTRA",MAHARASHTRA,27.4,5.9,7.4,268,6.4,0.4,37,322
2685,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, RAIGAD.",MAHARASHTRA,27.2,5.8,7.3,384,5.4,0.6,37,324
2686,"PATALGANGA RIVER AT VYAL PUMP HOUSE , KHALAPUR, RAIGAD.",MAHARASHTRA,27.3,5.9,7.4,269,5.1,1.2,34,325
2687,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD.",MAHARASHTRA,27,6,7.3,269,8.5,0.4,32,326
2688,"PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR, RAIGAD.",MAHARASHTRA,27.2,6.1,7.3,196,6.1,0.5,30,327
2689,"PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, RAIGAD.",MAHARASHTRA,27,5.9,7.4,269,6.4,0.4,19,328
2696,"PEHLAR DAM ON PEHLAR RIVER INLET OF WATER WORKS, VASAI, THANE.",MAHARASHTRA,22.6,6.3,7.8,223,4.6,0.9,15,329
2703,"SAVITRI RIVER AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH",MAHARASHTRA,27.9,6.9,7.3,4282,3.3,1.6,,333
2704,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",MAHARASHTRA,28.1,6.9,7.3,5551,3.4,1.7,,334
2706,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA,27.1,6.8,7.9,5390,4.9,0.8,15,335
2708,"SURYA RIVER AT INTAKE OF VASAI-VIRAR W/S SCHEME, MASVAN, PALGHAR, THANE",MAHARASHTRA,27.3,6.7,8,138,5,0.3,14,337
2709,"TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, THANE",MAHARASHTRA,27.8,6.7,7.8,81,4.9,0.3,14,338
1093,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",MAHARASHTRA,28,5.9,7.7,194,5.5,0.6,22,339
1094,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",MAHARASHTRA,28.1,6.3,7.6,186,4.6,0.6,13,340
2162,ULHAS RIVER ATJAMBHUL WATER WORKS.,MAHARASHTRA,28.6,6.6,7.6,207,4.7,0.7,12,341
2712,"VAITARNA RIVER NEAR ROAD BRIDGE, GANDHARE VILLAGE, WADA, THANE.",MAHARASHTRA,26.9,6.8,7.7,85,5,0.4,15,342
2164,VASHISTI RIVER AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,MAHARASHTRA,23,7.1,7.4,176,2.7,0.9,,343
2714,"VASHISHTI RIVER AT U/S OF POPHALI NEAR KONPHANSAWANE BRIDGE, CHIPLUN, RATNAGIRI",MAHARASHTRA,23,7.2,7.2,180,2.7,1,,345
1311,"PANCHAGANGA AT ICHALKARANJI, MAHARASHTRA",MAHARASHTRA,23.8,6.8,7.4,388,2.9,1.5,,346
2163,PANCHAGANGA RIVER AT SHIROL NEAR SHIROL INTAKE WELL.,MAHARASHTRA,24.6,6.4,7.3,467,3,1.3,,347
1905,PANCHAGANGA D/S OF KOLHAPUR TOWN,MAHARASHTRA,24.4,6.7,7.5,390,2.9,1.3,,349
1189,"BHIMA AT PUNE U/S VITHALWADI, MAHARASHTRA",MAHARASHTRA,26.3,3.7,7.9,453,7.5,2.2,202,350
2655,"BHIMA RIVER AT KOREGAON NEAR KOREGAON BRIDGE, SHIRUR, PUNE",MAHARASHTRA,24.4,5.8,8.1,523,5.7,2.1,164,351
1190,"BHIMA AT PUNE, D/S OF BUNDGARDEN,MAHARASHTRA",MAHARASHTRA,27.1,3.3,7.7,424,13.7,3.1,386,353
1191,BHIMA AT PARGAON (AFTER CONFL.WITH MULE MARTHA) MAHARASHTRA.,MAHARASHTRA,27.3,5.3,8,720,7.2,2.9,209,354
28,"BHIMA AT TAKLI, MAHARASHTRA",MAHARASHTRA,29.1,6.2,8.2,1010,5.1,2.3,164,357
1184,"BHIMA AT FEROZABAD VILLAGE (D/S), KARNATAKA",KARNATAKA,28.5,6.7,14.7,917,3,0.2,992,359
1888,BHIMA RIVER AT CONFLUENCE OF JEWARGI TOWN SEWAGE DISPOSAL POINT,KARNATAKA,29.2,6.4,8.4,874,3,0.3,1033,361
1399,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",GOA,29.8,5.7,7.2,189,2,0.2,4953,362
1475,ZUARI AT PANCHAWADI,GOA,29.5,6.3,6.9,179,1.7,0.1,3243,363
3181,RIVER ZUARI AT BORIM BRIDGE,GOA,29.7,5.8,6.9,64,3.8,0.5,5382,364
3182,RIVER ZUARI AT MARCAIM JETTY,GOA,29.5,5.8,7.3,83,1.9,0.4,3428,365
1476,"MANDOVI AT TONCA, MARCELA, GOA",GOA,29.2,6.1,6.7,308,1.4,0.3,3355,367
3185,RIVER MANDOVI AT AMONA BRIDGE,GOA,29.6,6.4,6.7,414,1,0.2,6073,368
3186,RIVER MANDOVI AT IFFI JETTY,GOA,30,6.4,7.6,305,2.2,0.1,3478,369
1543,"RIVER KALNA AT CHANDEL- PERNEM, GOA",GOA,27.8,7.1,7.1,176,1.2,0.1,4573,371
1548,"RIVER ASSONORA AT ASSONORA, GOA",GOA,27.9,6.7,6.4,93,1.4,0.1,2147,372
2276,"RIVER BICHOLIM VARAZAN NAGAR , BICHOLIM",GOA,29.3,7.4,6.8,121,1.7,0.4,11633,373
2275,"RIVER CHAPORA NEAR ALORNA FORT ,PERNEM",GOA,29.2,6.9,7,620,1.1,0.1,3500,374
3189,RIVER CHAPORA AT SIOLIM,GOA,30,6,7.5,72,1.6,0.2,4995,375
1546,"RIVER KHANDEPAR AT OPA - PONDA, GOA",GOA,29,7.3,7,247,1.5,0.2,1095,376
2270,"RIVER KHANDEPAR AT CODLI NEAR BRIDGE ,U/S OPA WATERWORKS,SANGUEM",GOA,29.1,7.3,7,188,1,0.1,1286,377
2274,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSA-PANAJI,GOA,29.5,5.3,6.8,319,1.8,0.3,6458,380
2273,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",GOA,29.4,5.4,7.6,39,1.4,0.1,3176,382
3183,"RIVER SAL AT KHAREBAND, MARGAO",GOA,28.3,2.2,6.5,322,4.7,1.2,11210,383
3184,"RIVER SAL AT ORLIM BRIDGE, ORLIM",GOA,30.1,5.2,7.1,192,2.6,0.3,5073,384
3190,RIVER SINQUERIM (CANDOLIM SIDE NEAR BRIDGE),GOA,30.3,5.6,7.5,282,1.8,0.1,3205,385
3191,RIVER SINQUERIM NEAR NERUL TEMPLE,GOA,30.5,5.5,7.4,275,1.5,0.1,4698,386
1547,"RIVER TALPONA AT CANACONA, GOA",GOA,29.1,7.3,6.7,55,1.4,0.1,2638,387
1854,"INDRAVATI RIVER A/C DANTEWADA RIVER, NELSONNAR, DANTEWADA.",CHHATTISGARH,24.5,7.6,7.5,,1.4,0,,390
2673,"MANJRA RIVER AT D/S OF LATUR, NEAR LATUR- NANDED BRIDGE AT BHATKHEDA, LATUR.",MAHARASHTRA,26.3,6.6,7.9,1610,4.7,0.4,2,392
2374,RIVER MANJEERA AT GOWDICHARLA B/C WITH NAKKAVAGU,ANDHRA PRADESH,29.1,5.8,8.2,498,1.3,2,13,393
2375,RIVER MANJEERA AT GOWDICHARLA A/C WITH NAKKAVAGU,ANDHRA PRADESH,29.6,5.2,8.2,555,1.6,2.9,19,394
1781,"MANJEERA RIVER - NEAR GANAPATHI SUGARS , MEDAK DIST., A.P",ANDHRA PRADESH,28.5,6.3,8.4,451,0.8,0.9,9,395
1157,"MANJERA AT RAIPALLU, A.P.",ANDHRA PRADESH,28.3,6.6,8.4,427,1,1,9,396
1891,MANJRA AT D/S IN INTAKE POINT TO BIDAR CITY,KARNATAKA,27.9,7,7.8,543,2.3,1.3,786,397
2719,"WARDHA RIVER AT D/S OF ERAI RIVER, HADASTI, CHANDRAPUR.",MAHARASHTRA,26.1,5.1,8.1,369,11.3,1.1,140,400
2720,"WARDHA RIVER AT U/S OF ERAI RIVER, HADASTI, CHANDRAPUR.",MAHARASHTRA,24.9,6,8.2,403,8.9,1,90,401
2721,"WARDHA RIVER AT U/S OF ACC GHUGGUS, CHANDRAPUR.",MAHARASHTRA,23.9,6.2,8.2,458,8.9,2.2,110,402
2174,WARDHA RIVER D/S OF ACC GHUGGUS.,MAHARASHTRA,23.4,5.1,8.2,577,10.7,2.3,110,403
1212,"WARDHA AT RAJURA BRIDGE, MAHARASHTRA",MAHARASHTRA,23.7,5.7,8.2,498,8.9,2.1,40,405
1213,"WAINGANGA AT BALAGHAT, M.P.",MADHYA PRADESH,22.7,7.4,7.4,450,2.2,0.4,39,406
1214,"WAINGANGA AT CHINDWARA, M.P.",MADHYA PRADESH,21.4,7.3,8,386,2.3,1,15,407
3330,"WAINGANGA AT CHHAPARA, NEAR W/S INTAKE POINT, JABALPUR",MADHYA PRADESH,23,7.7,8.1,292,1.5,4.8,0,408
2173,WAINGANGA RIVER U/S OF ELLORA PAPER MILL.,MAHARASHTRA,28.1,5.9,8.1,341,9.1,1.2,82,410
2175,"WAINGANGA U/S OF GAURAV PAPER MILLS, NEAR JACKWELL.",MAHARASHTRA,25.1,6.2,8.2,393,9.1,2.4,110,412
2176,"WAINGANGA D/S OF GAURAV PAPER MILLS, NEAR JACKWELL.",MAHARASHTRA,24.3,5.3,8.2,388,10.6,1.2,140,413
1908,KOLAR BEFORE CONFLUENCE TO KANHAN AT KAMPTEE,MAHARASHTRA,24.1,5.5,8.2,607,10.4,2.9,114,415
1909,KANHAN D/S OF NAGPUR,MAHARASHTRA,33.8,4.8,8.2,477,10.5,6.7,131,417
2171,"KANHAN RIVER D/S OF M/S VIDHARBHA PAPER MILL, SINORA.",MAHARASHTRA,24.9,5.1,8.2,523,11.1,2.7,140,419
1913,PURNA AT DHUPESHWAR,MAHARASHTRA,26.3,4.7,8.4,940,15.1,11.5,183,420
1315,"NIRA AT PULGAON COTTON MILL, WARDHA, MAHARASHTRA",MAHARASHTRA,31.6,5.1,8.3,435,9.7,2.5,152,422
2373,"SABARI AT KUNAVARAM, KHAMMAM",ANDHRA PRADESH,21,7.6,7.6,207,,0,2,424
2657,"BINDUSARA RIVER AT BEED NEAR INTAKE WATER PUMP HOUSE AT DAM, PALIGAON, BEED",MAHARASHTRA,27.6,6.5,7.7,1127,5.7,0.3,3,425
2660,"DARNA RIVER AT CHEHEDI PUMPING STATION, NASHIK.",MAHARASHTRA,22.1,5.2,7.9,306,4.5,2.2,47,426
2661,"DARNA RIVER AT ASWALI ( DARNA DAM), IGATPURI, NASHIK",MAHARASHTRA,21.6,4.7,7.9,262,3.4,1.2,33,427
2662,"DARNA RIVER AT MES SITE PUMPING STATION, BHAGUR, NASHIK.",MAHARASHTRA,21.9,5.5,8,247,3.7,1.1,39,428
2698,"PENGANGA RIVER D/S OF ISAPUR DAM, ISAPUR, PUSAD, YAVATMAL",MAHARASHTRA,24.6,5.1,8.3,534,9.5,3.2,26,432
2699,"PENGANGA RIVER AT MEHKAR-BULDANA ROAD BRIDGE, MEHKAR, BULDANA",MAHARASHTRA,25.3,4.9,8.4,966,12.8,11.7,133,433
1185,"GHATPRABHA AT D/S OF MUDHOL RD. CROSS BDG., KARNATAKA",KARNATAKA,28.9,7,8,736,1.5,4.9,700,436
1163,"GHATPRABHA AT W.A. POINT TO GOKAK TOWN,KARNATAKA",KARNATAKA,27.5,7.1,7.9,447,1.5,1,558,437
1187,"MALPRABHA AT D/S OF KHANAPUR VILLAGE,KARNATAKA",KARNATAKA,27.5,6.8,7.4,237,4.5,0.2,796,438
1164,"MALPRABHA AT WATER ABSTR. PT. TO HUBLI,DHARWAR,KARNATAKA",KARNATAKA,28.5,6.6,7.7,371,1.2,0.6,620,439
1186,"MALPRABHA AT D/S OF AIHOLE TOWN, KARNATAKA",KARNATAKA,28.5,6.9,8,1004,3.3,2.1,740,440
2764,"MALPRABHA AT BADAMI BRIDGE, KARNATAKA",KARNATAKA,27,7.1,7.9,1017,4,1.5,732,441
38,"TUNGHABHADRA AT HONNALI BRIDGE, KARNATAKA",KARNATAKA,25.8,7.2,7.9,286,2.4,0.1,71,442
1029,"TUNGHABHADRA AT HARALAHALLI BRIDGE, KARNATAKA",KARNATAKA,26.1,7,8,415,2.9,0.3,93,443
2768,"TUNGABHADRA AT D/S OF HPF, KARNATAKA",KARNATAKA,27,6.5,7.9,536,6,0.4,179,445
2770,"TUNGABHADRA AT HARIHAR WATER SUPPLY INTAKE, KARNATAKA",KARNATAKA,26.5,6.7,8,383,3.6,0.2,129,447
2776,"TUNGABHADRA AT D/S OF GANGAWATHI, KARNATAKA",KARNATAKA,29.8,7.2,8.1,448,1.9,0.2,808,448
2766,"TUNGABHADRA AT NEW BRIDGE, KARNATAKA",KARNATAKA,26.1,7.2,7.9,313,2.7,0.1,69,449
2767,"TUNGABHADRA AT U/S OF HPF, KARNATAKA",KARNATAKA,26.2,7.2,7.9,290,2.9,0.1,55,450
1174,"TUNGHABHADRA AT KURNOOL U/S, BAVAPURAM, A.P.",ANDHRA PRADESH,27.7,7.1,8.1,956,2.2,2.5,18,451
1896,CONFLUENCE POINT OF TUNGA AND BHADRA AT KUDLI,KARNATAKA,28.5,6.4,8,219,3.3,0.3,150,454
1387,"BHADRA AT D/S OF BHADRAVATHI, KARNATAKA",KARNATAKA,29.5,5.8,7.7,245,4.2,0.2,867,456
2771,"BHADRA AT U/S OF KIOCL, KARNATAKA",KARNATAKA,21.5,5.5,7.4,185,1,0.1,532,459
1172,"MUSI U/S AT HYDERABAD, A.P.",ANDHRA PRADESH,17,6,8,416,4.3,0,,460
2339,"RIVER MUSI AT NAGOLE,RANGAREDDY",ANDHRA PRADESH,17.2,0.2,7.5,1255,69,0,,462
3082,"RIVER MUSI RESERVOIR AT KASANIGUDA,  NALGONDA, A.P.",ANDHRA PRADESH,28.6,5.4,8.2,1062,2.1,2.6,21,463
1178,"PALLERU BEFORE CONFL. WITH KRISHNA, JAGGAYYAPET, A.P.",ANDHRA PRADESH,25.5,6.9,8,838,0.9,0.6,2,464
1895,KAGINA D/S OF SEWAGE DISPOSAL POINT,KARNATAKA,29.1,6.9,8.3,596,2.6,0.3,842,466
2777,"KAGINA AT SHAHABAD BRIDGE, KARNATAKA",KARNATAKA,29,6.8,8.4,575,2.6,0.4,696,467
2349,"RIVER NAKKAVAGU, BACHUGUDEM,MEDAK",ANDHRA PRADESH,28.3,4.8,7.9,1868,5.6,10.3,21,468
2351,"RIVER KUNDU, NANDYAL, NEAR OVER BDG., KURNOOL",ANDHRA PRADESH,27,6.8,7.8,648,3.6,5,14,469
1549,"SALAULIM LAKE AT SALAULIM - SANGUEM, GOA",GOA,31.6,7.3,7.2,46,1.2,1.23,108,471
2269,"MAYEM LAKE, BICHOLIM",GOA,30.8,7.1,6.7,48,1.4,0.26,7453,472
3175,ANJUNEM LAKE,GOA,30.2,7.4,6.9,80,0.8,0,160,473
3179,SAIPEM LAKE,GOA,30.3,1.3,6.6,350,2.9,0,18857,477
1977,CITY LAKE OF NADIAD,GUJARAT,26.7,7.15,7.8,1371,14,0,,479
1343,AHMEDABAD,GUJARAT,27.6,6.5,8.6,649,21.8,4,5064,480
1344,AHMEDABAD,GUJARAT,29.5,7.03,8.1,320,29.5,3.23,783,481
1345,"AJWAH LAKE AT SARI SAYAJI SABVAR, BARODA",GUJARAT,28,7.8,8,2225,5.5,2,2568,482
1972,"NALSAROVAR LAKE (SANAND), DIST AHMEDABAD",GUJARAT,27.8,7.2,7.7,1448,16.3,6,,484
3199,HAMISAR TALAV,GUJARAT,28,5.5,8.4,,1,0,,487
1976,NARSINHMEHTA TALAV,GUJARAT,28.5,7.1,7.5,2100,21,1,4,489
1978,RANJITNAGAR TALAV,GUJARAT,29,5.7,7.6,2980,11,6.78,,490
3201,MALAV TALAV,GUJARAT,27,3.2,8.4,,1,0,,492
3202,VHERAIMATA TALAV,GUJARAT,26,3.4,8.4,,1,0,,493
2079,DHUDHIA TALAV,GUJARAT,25.3,4.7,7.8,,21,0,,494
2077,"MOTICHER LAKE NEAR KAKAARPAR ATOMIC POWER STATION, DIST SURAT",GUJARAT,28.4,3.5,8.1,,9.5,0,,495
3198,"GOMTI LAKE,OPP,RANCHODAJI TEMPLE,DAKOR,KHEDA",GUJARAT,28,4.4,8,,1.7,0,,497
1979,"OLPAD, VILLAGE POND OLPAD, SURAT",GUJARAT,29,5.9,7.8,1453,7.3,6.45,30,498
1373,"UPPER LAKE AT BHOPAL (INTAKE POINT), M.P.",MADHYA PRADESH,26,8.3,8.3,270,2.1,3,4,500
1466,MULTAI TANK LAKE AT VILLA. KHARI ON BETUL-AMRAVATI ROAD M.P.,MADHYA PRADESH,25,5.8,7.7,872,1.9,12,7,502
2129,PERIAT TANK JABALPUR,MADHYA PRADESH,22,6.8,7.5,428,2.1,2,13,504
2136,"SHAHPURA LAKE AT WEIR NEAR AYUSHMAN HOSPITAL, BHOPAL",MADHYA PRADESH,27,7.6,7.9,680,6.4,17,8,506
2137,UPPER LAKE AT YATCH CLUB,MADHYA PRADESH,26.1,8.2,8.3,263,2.3,3,4,507
2138,UPPER LAKE AT KARBALA CLUB,MADHYA PRADESH,26.8,8.2,8.2,277,2.2,2,4,508
2139,UPPER LAKE AT BAIRAGARH CLUB,MADHYA PRADESH,25.4,7.1,8.1,273,2.2,4,4,509
2141,JANUNIA TALAB NEAR W/S,MADHYA PRADESH,22.5,4.4,7.7,464,4.4,12,5,511
3301,MOTI TALAB AT BALAGHAT,MADHYA PRADESH,22.1,6.9,7.5,448,4.3,2,8,514
3164,"NEHRU NAGAR TALAB, BHILAI",CHHATTISGARH,28.2,6.9,7.3,,18.6,1,,516
3163,"HITKASA TAILING  DAM, RAJHARA",CHHATTISGARH,26.5,6.3,7.2,,10.3,1,,517
1285,"PICHOLA LAKE AT UDAIPUR (WATER INTAKE POINT), RAJASTHAN",RAJASTHAN,23.8,5.3,8.2,572,1.5,1,7,518
1286,UDAISAGAR LAKE AT UDAIPUR (INTAKE PT.) RAJASTHAN,RAJASTHAN,23.9,4.6,8.4,1463,3.2,1,16,519
1481,"FATEH SAGAR LAKE AT UDAIPUR INTAKE POINT OF PHED,RAJASTHAN",RAJASTHAN,24.3,5,8.4,583,1.2,1,4,521
1714,"KAYALANA JHEEL JODHPUR, RAJASTHAN",RAJASTHAN,23.2,8.4,8.3,300,1,2,5,522
1716,"NAKKI LAKE, MT. ABU, RAJASTHAN",RAJASTHAN,21.7,5.7,8,295,1.1,1,5,523
2937,"LAKE SILISERH, ALWAR, RAJASTHAN",RAJASTHAN,30.3,5.1,7.9,266,0.9,1.08,4,526
2938,"LAKE RAJSAMAND, RAJSAMAND- POINT NO. 1, RAJSAMAND, RAJASTHAN",RAJASTHAN,21.3,5,8.6,604,1.2,2.29,4,527
2940,"GAPE- SAGAR LAKE, DUNGARPUR, RAJASTHAN",RAJASTHAN,23.2,4.4,8.1,538,1.2,1,5,529
2941,"LAKE JAISAMAND, SALUMBER, UDAIPUR, POINT NO. 1, RAJASTHAN",RAJASTHAN,22.9,5.6,8.4,591,1.1,3,4,530
2942,"LAKE JAISAMAND, SALUMBER, UDAIPUR, POINT NO. 2, RAJASTHAN",RAJASTHAN,22.9,5.8,8.5,588,1.2,3,4,531
